"Name","State","Notes","User","Tags","Created","Runtime","Sweep","global_config.LR","global_config.batch_size","global_config.epochs","global_config.hidden_layers","global_config.k.egi","global_config.k.triangle","global_config.min_delta","global_config.n_runs","global_config.patience","graph_type","model","src-size","src","target-size","target","-early-stopping-epoch","-training-loss","-validation-loss","source-accuracy","target-accuracy"
"triangle-powerlaw-unclustered-100-unclustered-1000-14","finished","-","niklasdewally","","2023-06-05T23:15:01.000Z","23","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","17","-2.328705310821533","0.3461427092552185","0.6989795918367347","0.5991983967935872"
"triangle-powerlaw-unclustered-100-unclustered-1000-13","finished","-","niklasdewally","","2023-06-05T23:14:32.000Z","27","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","30","-2.0740270614624023","-1.0358853340148926","0.5561224489795918","0.531062124248497"
"triangle-powerlaw-unclustered-100-unclustered-1000-12","finished","-","niklasdewally","","2023-06-05T23:14:04.000Z","26","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","28","-2.467000961303711","-1.2699923515319824","0.5969387755102041","0.624749498997996"
"triangle-powerlaw-unclustered-100-unclustered-1000-11","finished","-","niklasdewally","","2023-06-05T23:13:45.000Z","17","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","11","-2.4844040870666504","-0.7475746273994446","0.6632653061224489","0.5996993987975952"
"triangle-powerlaw-unclustered-100-unclustered-1000-10","finished","-","niklasdewally","","2023-06-05T23:13:21.000Z","22","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","21","-2.103783130645752","0.8040897250175476","0.6683673469387755","0.6312625250501002"
"triangle-powerlaw-unclustered-100-unclustered-1000-9","finished","-","niklasdewally","","2023-06-05T23:13:03.000Z","16","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","9","-2.286065101623535","2.40418004989624","0.6428571428571429","0.5160320641282565"
"triangle-powerlaw-unclustered-100-unclustered-1000-8","finished","-","niklasdewally","","2023-06-05T23:12:42.000Z","13","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","4","-1.5467512607574463","3.1668853759765625","0.75","0.5786573146292585"
"triangle-powerlaw-unclustered-100-unclustered-1000-7","finished","-","niklasdewally","","2023-06-05T23:12:14.000Z","25","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","28","-2.488537311553955","-0.9825128316879272","0.5663265306122449","0.5951903807615231"
"triangle-powerlaw-unclustered-100-unclustered-1000-6","finished","-","niklasdewally","","2023-06-05T23:11:47.000Z","25","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","26","-2.1587095260620117","-1.2525207996368408","0.6479591836734694","0.46743486973947895"
"triangle-powerlaw-unclustered-100-unclustered-1000-5","finished","-","niklasdewally","","2023-06-05T23:11:24.000Z","21","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","13","-1.8495725393295288","3.211977005004883","0.673469387755102","0.5771543086172345"
"triangle-powerlaw-unclustered-100-unclustered-1000-4","finished","-","niklasdewally","","2023-06-05T23:10:56.000Z","26","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","27","-2.5277538299560547","-1.2705965042114258","0.6020408163265306","0.5571142284569138"
"triangle-powerlaw-unclustered-100-unclustered-1000-3","finished","-","niklasdewally","","2023-06-05T23:10:25.000Z","29","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","34","-2.544691801071167","-0.08351415395736694","0.5510204081632653","0.6267535070140281"
"triangle-powerlaw-unclustered-100-unclustered-1000-2","finished","-","niklasdewally","","2023-06-05T23:09:55.000Z","28","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","29","-2.2973923683166504","-1.147407293319702","0.6785714285714286","0.6112224448897795"
"triangle-powerlaw-unclustered-100-unclustered-1000-1","finished","-","niklasdewally","","2023-06-05T23:09:30.000Z","22","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","24","-2.475278854370117","0.2354724407196045","0.6683673469387755","0.5040080160320641"
"triangle-powerlaw-unclustered-100-unclustered-1000-0","finished","-","niklasdewally","","2023-06-05T23:09:06.000Z","21","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","unclustered","19","-2.1547703742980957","-1.172184705734253","0.6122448979591837","0.5691382765531062"
"triangle-powerlaw-unclustered-100-clustered-1000-19","finished","-","niklasdewally","","2023-06-05T23:08:45.000Z","19","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","10","-2.2972211837768555","-0.17272359132766724","0.6071428571428571","0.5596192384769539"
"triangle-powerlaw-unclustered-100-clustered-1000-18","finished","-","niklasdewally","","2023-06-05T23:08:13.000Z","30","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","37","-2.4792332649230957","-0.3720647692680359","0.576530612244898","0.5671342685370742"
"triangle-powerlaw-unclustered-100-clustered-1000-17","finished","-","niklasdewally","","2023-06-05T23:07:55.000Z","16","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","8","-2.3876662254333496","-0.5103104114532471","0.6173469387755102","0.6132264529058116"
"triangle-powerlaw-unclustered-100-clustered-1000-16","finished","-","niklasdewally","","2023-06-05T23:07:28.000Z","25","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","29","-2.5710370540618896","1.8030977249145508","0.6581632653061225","0.6678356713426854"
"triangle-powerlaw-unclustered-100-clustered-1000-15","finished","-","niklasdewally","","2023-06-05T23:07:02.000Z","23","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","22","-2.124419927597046","-0.9218084812164308","0.6938775510204082","0.5155310621242485"
"triangle-powerlaw-unclustered-100-clustered-1000-14","finished","-","niklasdewally","","2023-06-05T23:06:36.000Z","24","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","21","-2.0661299228668213","2.9442453384399414","0.6071428571428571","0.5140280561122245"
"triangle-powerlaw-unclustered-100-clustered-1000-13","finished","-","niklasdewally","","2023-06-05T23:06:22.000Z","12","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","0","-1.7645244598388672","17.574472427368164","0.5102040816326531","0.4964929859719439"
"triangle-powerlaw-unclustered-100-clustered-1000-12","finished","-","niklasdewally","","2023-06-05T23:05:59.000Z","21","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","15","-2.392878532409668","-0.05499023199081421","0.673469387755102","0.5856713426853707"
"triangle-powerlaw-unclustered-100-clustered-1000-11","finished","-","niklasdewally","","2023-06-05T23:05:32.000Z","25","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","27","-2.3686742782592773","-1.118895411491394","0.6530612244897959","0.5521042084168337"
"triangle-powerlaw-unclustered-100-clustered-1000-10","finished","-","niklasdewally","","2023-06-05T23:05:13.000Z","17","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","11","-2.5465774536132812","-0.555163562297821","0.7040816326530612","0.48997995991983967"
"triangle-powerlaw-unclustered-100-clustered-1000-9","finished","-","niklasdewally","","2023-06-05T23:04:49.000Z","22","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","20","-2.248319387435913","-0.7087695598602295","0.6938775510204082","0.5265531062124249"
"triangle-powerlaw-unclustered-100-clustered-1000-8","finished","-","niklasdewally","","2023-06-05T23:04:31.000Z","16","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","5","-2.231684684753418","0.2008379101753235","0.6020408163265306","0.5961923847695391"
"triangle-powerlaw-unclustered-100-clustered-1000-7","finished","-","niklasdewally","","2023-06-05T23:04:10.000Z","19","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","14","-1.7688355445861816","-0.4620073437690735","0.6224489795918368","0.6052104208416834"
"triangle-powerlaw-unclustered-100-clustered-1000-6","finished","-","niklasdewally","","2023-06-05T23:03:50.000Z","18","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","9","-2.2995822429656982","1.5446999073028564","0.6377551020408163","0.5260521042084169"
"triangle-powerlaw-unclustered-100-clustered-1000-5","finished","-","niklasdewally","","2023-06-05T23:03:32.000Z","16","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","8","-2.1998820304870605","1.2843137979507446","0.6479591836734694","0.5826653306613226"
"triangle-powerlaw-unclustered-100-clustered-1000-4","finished","-","niklasdewally","","2023-06-05T23:03:01.000Z","29","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","33","-2.5399231910705566","-1.2561414241790771","0.6836734693877551","0.5395791583166333"
"triangle-powerlaw-unclustered-100-clustered-1000-3","finished","-","niklasdewally","","2023-06-05T23:02:40.000Z","19","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","10","-1.6691261529922483","-1.307023286819458","0.5867346938775511","0.5711422845691383"
"triangle-powerlaw-unclustered-100-clustered-1000-2","finished","-","niklasdewally","","2023-06-05T23:02:20.000Z","18","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","13","-1.3258658647537231","-0.5755544304847717","0.6632653061224489","0.624248496993988"
"triangle-powerlaw-unclustered-100-clustered-1000-1","finished","-","niklasdewally","","2023-06-05T23:02:05.000Z","13","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","5","-2.2560007572174072","-0.6368531584739685","0.6632653061224489","0.5225450901803608"
"triangle-powerlaw-unclustered-100-clustered-1000-0","finished","-","niklasdewally","","2023-06-05T23:01:35.000Z","27","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","unclustered","1000","clustered","30","-2.1599884033203125","-1.061004400253296","0.6377551020408163","0.5816633266533067"
"triangle-powerlaw-clustered-100-unclustered-1000-19","finished","-","niklasdewally","","2023-06-05T23:01:11.000Z","22","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","7","-1.487471342086792","-0.4535386562347412","0.7551020408163265","0.6062124248496994"
"triangle-powerlaw-clustered-100-unclustered-1000-18","finished","-","niklasdewally","","2023-06-05T23:00:23.000Z","46","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","33","-1.9240273237228391","-0.6609166860580444","0.7704081632653061","0.5921843687374749"
"triangle-powerlaw-clustered-100-unclustered-1000-17","finished","-","niklasdewally","","2023-06-05T22:59:53.000Z","28","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","13","-1.7128217220306396","1.2255864143371582","0.75","0.5320641282565131"
"triangle-powerlaw-clustered-100-unclustered-1000-16","finished","-","niklasdewally","","2023-06-05T22:59:26.000Z","25","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","10","-1.2684217691421509","0.2405899465084076","0.6479591836734694","0.49448897795591185"
"triangle-powerlaw-clustered-100-unclustered-1000-15","finished","-","niklasdewally","","2023-06-05T22:58:45.000Z","39","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","27","-1.6323670148849487","0.291810542345047","0.7091836734693877","0.5706412825651302"
"triangle-powerlaw-clustered-100-unclustered-1000-14","finished","-","niklasdewally","","2023-06-05T22:58:07.000Z","35","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","22","-1.902338624000549","1.0617986917495728","0.7602040816326531","0.6152304609218436"
"triangle-powerlaw-clustered-100-unclustered-1000-13","finished","-","niklasdewally","","2023-06-05T22:57:39.000Z","26","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","11","-1.354954719543457","0.6539012789726257","0.6173469387755102","0.6187374749498998"
"triangle-powerlaw-clustered-100-unclustered-1000-12","finished","-","niklasdewally","","2023-06-05T22:57:17.000Z","20","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","4","-1.3652697801589966","0.8178086876869202","0.6683673469387755","0.5040080160320641"
"triangle-powerlaw-clustered-100-unclustered-1000-11","finished","-","niklasdewally","","2023-06-05T22:56:56.000Z","19","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","4","-1.358137845993042","0.564155638217926","0.7806122448979592","0.6367735470941884"
"triangle-powerlaw-clustered-100-unclustered-1000-10","finished","-","niklasdewally","","2023-06-05T22:56:29.000Z","25","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","10","-1.5494089126586914","3.821590423583984","0.7602040816326531","0.6162324649298597"
"triangle-powerlaw-clustered-100-unclustered-1000-9","finished","-","niklasdewally","","2023-06-05T22:55:52.000Z","35","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","21","-1.5911834239959717","-0.010741844773292542","0.7244897959183674","0.6157314629258517"
"triangle-powerlaw-clustered-100-unclustered-1000-8","finished","-","niklasdewally","","2023-06-05T22:55:17.000Z","33","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","19","-1.1826975345611572","0.5546302795410156","0.7397959183673469","0.6442885771543087"
"triangle-powerlaw-clustered-100-unclustered-1000-7","finished","-","niklasdewally","","2023-06-05T22:54:39.000Z","35","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","22","-1.8160582780838013","0.1149810329079628","0.7346938775510204","0.6032064128256514"
"triangle-powerlaw-clustered-100-unclustered-1000-6","finished","-","niklasdewally","","2023-06-05T22:54:15.000Z","22","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","6","-1.1641318798065186","2.272061586380005","0.7142857142857143","0.5886773547094188"
"triangle-powerlaw-clustered-100-unclustered-1000-5","finished","-","niklasdewally","","2023-06-05T22:53:46.000Z","27","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","12","-1.3521935939788818","-0.07989528775215149","0.6989795918367347","0.625250501002004"
"triangle-powerlaw-clustered-100-unclustered-1000-4","finished","-","niklasdewally","","2023-06-05T22:53:16.000Z","28","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","14","-1.4297089576721191","0.49723100662231445","0.7448979591836735","0.5390781563126252"
"triangle-powerlaw-clustered-100-unclustered-1000-3","finished","-","niklasdewally","","2023-06-05T22:52:47.000Z","27","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","12","-1.108028531074524","-0.4245496392250061","0.75","0.6352705410821643"
"triangle-powerlaw-clustered-100-unclustered-1000-2","finished","-","niklasdewally","","2023-06-05T22:52:12.000Z","33","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","19","-1.6068027019500732","-0.26850295066833496","0.6887755102040817","0.6002004008016032"
"triangle-powerlaw-clustered-100-unclustered-1000-1","finished","-","niklasdewally","","2023-06-05T22:51:43.000Z","27","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","9","-1.7049176692962646","2.5888843536376953","0.7142857142857143","0.6012024048096193"
"triangle-powerlaw-clustered-100-unclustered-1000-0","finished","-","niklasdewally","","2023-06-05T22:51:19.000Z","22","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","unclustered","5","-1.4596930742263794","1.5635461807250977","0.7142857142857143","0.5455911823647295"
"triangle-powerlaw-clustered-100-clustered-1000-19","finished","-","niklasdewally","","2023-06-05T22:50:31.000Z","45","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","34","-1.8111555576324463","-0.5936492681503296","0.8010204081632653","0.6137274549098196"
"triangle-powerlaw-clustered-100-clustered-1000-18","finished","-","niklasdewally","","2023-06-05T22:49:58.000Z","31","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","14","-1.6581315994262695","-0.2184155285358429","0.6785714285714286","0.5896793587174348"
"triangle-powerlaw-clustered-100-clustered-1000-17","finished","-","niklasdewally","","2023-06-05T22:49:22.000Z","34","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","20","-1.7083827257156372","0.5373241901397705","0.6887755102040817","0.6117234468937875"
"triangle-powerlaw-clustered-100-clustered-1000-16","finished","-","niklasdewally","","2023-06-05T22:48:32.000Z","48","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","34","-1.5104351043701172","-0.5368969440460205","0.7193877551020408","0.6332665330661322"
"triangle-powerlaw-clustered-100-clustered-1000-15","finished","-","niklasdewally","","2023-06-05T22:48:05.000Z","24","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","10","-1.497082233428955","1.894440770149231","0.6989795918367347","0.6057114228456913"
"triangle-powerlaw-clustered-100-clustered-1000-14","finished","-","niklasdewally","","2023-06-05T22:47:31.000Z","31","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","18","-1.8316028118133545","0.48501110076904297","0.7091836734693877","0.6277555110220441"
"triangle-powerlaw-clustered-100-clustered-1000-13","finished","-","niklasdewally","","2023-06-05T22:47:05.000Z","24","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","9","-1.3911173343658447","-0.27085423469543457","0.6989795918367347","0.5155310621242485"
"triangle-powerlaw-clustered-100-clustered-1000-12","finished","-","niklasdewally","","2023-06-05T22:46:21.000Z","42","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","29","-1.835858464241028","0.038149356842041016","0.7806122448979592","0.6477955911823647"
"triangle-powerlaw-clustered-100-clustered-1000-11","finished","-","niklasdewally","","2023-06-05T22:45:47.000Z","32","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","18","-1.4474472999572754","2.2146239280700684","0.7244897959183674","0.5410821643286573"
"triangle-powerlaw-clustered-100-clustered-1000-10","finished","-","niklasdewally","","2023-06-05T22:45:18.000Z","27","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","13","-0.906185746192932","-0.010237067937850952","0.6836734693877551","0.5526052104208417"
"triangle-powerlaw-clustered-100-clustered-1000-9","finished","-","niklasdewally","","2023-06-05T22:44:33.000Z","42","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","28","-1.8018009662628176","-0.2675490975379944","0.6938775510204082","0.5425851703406813"
"triangle-powerlaw-clustered-100-clustered-1000-8","finished","-","niklasdewally","","2023-06-05T22:43:48.000Z","43","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","27","-1.8495476245880127","-0.907709538936615","0.7295918367346939","0.6302605210420842"
"triangle-powerlaw-clustered-100-clustered-1000-7","finished","-","niklasdewally","","2023-06-05T22:43:24.000Z","22","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","6","-1.7139028310775757","-0.3860398828983307","0.7295918367346939","0.6337675350701403"
"triangle-powerlaw-clustered-100-clustered-1000-6","finished","-","niklasdewally","","2023-06-05T22:43:00.000Z","22","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","6","-1.0521457195281982","0.32617098093032837","0.576530612244898","0.5541082164328658"
"triangle-powerlaw-clustered-100-clustered-1000-5","finished","-","niklasdewally","","2023-06-05T22:42:35.000Z","23","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","8","-1.354909062385559","0.784277617931366","0.6938775510204082","0.6157314629258517"
"triangle-powerlaw-clustered-100-clustered-1000-4","finished","-","niklasdewally","","2023-06-05T22:42:04.000Z","29","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","14","-1.6418507099151611","0.27083343267440796","0.7346938775510204","0.5711422845691383"
"triangle-powerlaw-clustered-100-clustered-1000-3","finished","-","niklasdewally","","2023-06-05T22:41:37.000Z","25","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","10","-0.7307674884796143","0.8928577303886414","0.6887755102040817","0.62374749498998"
"triangle-powerlaw-clustered-100-clustered-1000-2","finished","-","niklasdewally","","2023-06-05T22:41:05.000Z","30","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","11","-1.7209794521331787","-0.02374714612960815","0.5612244897959183","0.6087174348697395"
"triangle-powerlaw-clustered-100-clustered-1000-1","finished","-","niklasdewally","","2023-06-05T22:40:09.000Z","54","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","42","-1.820552349090576","-0.5427265167236328","0.7602040816326531","0.6518036072144289"
"triangle-powerlaw-clustered-100-clustered-1000-0","finished","-","niklasdewally","","2023-06-05T22:39:26.000Z","41","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","100","clustered","1000","clustered","28","-1.8299745321273804","-0.35220465064048767","0.8163265306122449","0.6197394789579158"
"triangle-powerlaw-unclustered-1000-unclustered-1000-19","failed","-","niklasdewally","","2023-06-05T22:39:03.000Z","21","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-11.611893653869627","-1.0471649169921875","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-18","failed","-","niklasdewally","","2023-06-05T22:38:40.000Z","21","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-18.34965705871582","-1.2486159801483154","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-17","failed","-","niklasdewally","","2023-06-05T22:38:19.000Z","19","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","","","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-16","finished","-","niklasdewally","","2023-06-05T22:37:31.000Z","46","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","1","-22.0784912109375","-0.3496743440628052","0.5896793587174348","0.6027054108216433"
"triangle-powerlaw-unclustered-1000-unclustered-1000-15","failed","-","niklasdewally","","2023-06-05T22:37:11.000Z","18","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","","","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-14","failed","-","niklasdewally","","2023-06-05T22:36:40.000Z","28","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-16.751855850219727","-1.37223482131958","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-13","failed","-","niklasdewally","","2023-06-05T22:36:19.000Z","19","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","","","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-12","failed","-","niklasdewally","","2023-06-05T22:35:52.000Z","25","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-23.28015899658203","-1.3393676280975342","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-11","failed","-","niklasdewally","","2023-06-05T22:35:05.000Z","45","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-8.111483573913574","1.362742304801941","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-10","failed","-","niklasdewally","","2023-06-05T22:34:31.000Z","32","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-3.3115830421447754","0.9304946064949036","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-9","failed","-","niklasdewally","","2023-06-05T22:33:54.000Z","35","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-18.36226463317871","-0.9837356805801392","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-8","failed","-","niklasdewally","","2023-06-05T22:33:23.000Z","29","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-5.7833051681518555","-1.285671949386597","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-7","failed","-","niklasdewally","","2023-06-05T22:32:37.000Z","44","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-16.616308212280273","0.4752785563468933","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-6","failed","-","niklasdewally","","2023-06-05T22:31:56.000Z","38","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-20.83685874938965","-1.3326592445373535","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-5","failed","-","niklasdewally","","2023-06-05T22:31:35.000Z","19","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","","","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-4","failed","-","niklasdewally","","2023-06-05T22:31:08.000Z","25","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-18.151235580444336","-0.8756898045539856","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-3","failed","-","niklasdewally","","2023-06-05T22:30:37.000Z","29","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-11.386791229248049","5.457828044891357","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-2","failed","-","niklasdewally","","2023-06-05T22:30:15.000Z","20","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","-11.482131958007812","-0.06012386083602905","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-1","failed","-","niklasdewally","","2023-06-05T22:29:44.000Z","28","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","16.592214584350586","-1.1183257102966309","",""
"triangle-powerlaw-unclustered-1000-unclustered-1000-0","failed","-","niklasdewally","","2023-06-05T22:29:23.000Z","19","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","unclustered","","","","",""
"triangle-powerlaw-unclustered-1000-clustered-1000-19","failed","-","niklasdewally","","2023-06-05T22:28:28.000Z","53","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","clustered","","-7.624523162841797","-0.7136008143424988","",""
"triangle-powerlaw-unclustered-1000-clustered-1000-18","failed","-","niklasdewally","","2023-06-05T22:28:00.000Z","26","","0.01","50","100","32","3","4","0.01","20","10","powerlaw","triangle","1000","unclustered","1000","clustered","","-14.71324634552002","-0.7268085479736328","",""
