"Name","State","Notes","User","Tags","Created","Runtime","Sweep","global_config.LR","global_config.batch_size","global_config.epochs","global_config.hidden_layers","global_config.min_delta","global_config.n_runs","global_config.patience","k-hops","model","source-assortativity","source-avg_clustering_coefficient","source-dataset","source-edges","source-nodes","source-transitivity","target-assortativity","target-avg_clustering_coefficient","target-dataset","target-edges","target-nodes","target-transitivity","% Difference","-early-stopping-epoch","-training-loss","-validation-loss","source-classifier-accuracy","target-classifier-accuracy"
"triangle-k4-9","finished","-","niklasdewally","","2023-06-06T15:38:18.000Z","652","","0.01","50","100","32","0.01","20","10","4","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","22.379740700351377","30","-9.793718338012695","1.437110424041748","0.63","0.7709923664122137"
"triangle-k4-8","finished","-","niklasdewally","","2023-06-06T15:28:53.000Z","563","","0.01","50","100","32","0.01","20","10","4","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","44.189991518235786","16","-9.648696899414062","4.535615921020508","0.45","0.648854961832061"
"triangle-k4-7","finished","-","niklasdewally","","2023-06-06T15:20:12.000Z","518","","0.01","50","100","32","0.01","20","10","4","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","54.26208651399492","9","-9.155611991882324","3.3978209495544434","0.48","0.7404580152671756"
"triangle-k4-6","finished","-","niklasdewally","","2023-06-06T15:09:29.000Z","640","","0.01","50","100","32","0.01","20","10","4","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","31.24414088656758","28","-9.659231185913086","-0.954663872718811","0.57","0.7480916030534351"
"triangle-k4-5","finished","-","niklasdewally","","2023-06-06T14:55:06.000Z","861","","0.01","50","100","32","0.01","20","10","4","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","38.26875990205962","62","-9.816749572753906","-1.0599019527435305","0.53","0.732824427480916"
"triangle-k4-4","finished","-","niklasdewally","","2023-06-06T14:46:43.000Z","500","","0.01","50","100","32","0.01","20","10","4","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","49.55600560835021","6","-9.721869468688965","13.366530418395996","0.49","0.732824427480916"
"triangle-k4-3","finished","-","niklasdewally","","2023-06-06T14:38:12.000Z","509","","0.01","50","100","32","0.01","20","10","4","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","45.33176746917205","8","-9.67253589630127","-1.1233656406402588","0.52","0.7557251908396947"
"triangle-k4-2","finished","-","niklasdewally","","2023-06-06T14:27:28.000Z","642","","0.01","50","100","32","0.01","20","10","4","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","37.99177921315325","28","-9.773639678955078","-0.7087783217430115","0.52","0.7175572519083969"
"triangle-k4-1","finished","-","niklasdewally","","2023-06-06T14:13:59.000Z","807","","0.01","50","100","32","0.01","20","10","4","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","65.94756057085961","54","-9.732355117797852","5.307930946350098","0.46","0.7633587786259542"
"triangle-k4-0","finished","-","niklasdewally","","2023-06-06T14:04:39.000Z","557","","0.01","50","100","32","0.01","20","10","4","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","-7.471663196854037","17","-9.836082458496094","323.7718505859375","0.66","0.6106870229007634"
"egi-k4-19","finished","-","niklasdewally","","2023-06-06T14:01:46.000Z","171","","0.01","50","100","32","0.01","20","10","4","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","106.31318341242006","14","-2.3707902431488037","0.11799505352973938","0.37","0.7633587786259542"
"egi-k4-18","finished","-","niklasdewally","","2023-06-06T13:59:10.000Z","154","","0.01","50","100","32","0.01","20","10","4","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","36.01665510062456","11","-3.7610397338867183","0.0949186235666275","0.55","0.7480916030534351"
"egi-k4-17","finished","-","niklasdewally","","2023-06-06T13:56:42.000Z","146","","0.01","50","100","32","0.01","20","10","4","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","30.651790957134462","10","-2.5501599311828613","0.18061017990112305","0.52","0.6793893129770993"
"egi-k4-16","finished","-","niklasdewally","","2023-06-06T13:52:26.000Z","254","","0.01","50","100","32","0.01","20","10","4","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","85.11450381679388","27","-3.871797561645508","0.3421839475631714","0.4","0.7404580152671756"
"egi-k4-15","finished","-","niklasdewally","","2023-06-06T13:50:17.000Z","126","","0.01","50","100","32","0.01","20","10","4","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","85.38713195201744","7","-2.4338769912719727","1.7204742431640625","0.42","0.7786259541984732"
